praatword,onset,offset,section,subtlfreq,pos,content,vec10
一,176.0141522,176.1023062,8,6069.96,CD,0,
种,176.1023062,176.2492295,8,468.48,VV,1,-0.15972
说,176.2492295,176.4196604,8,6765.38,VV,1,-0.47255
不,176.4196604,176.4843067,8,20543.44,AD,1,-0.71465
出,176.4843067,176.6429838,8,1275.36,VV,1,-0.23729
的,176.6429838,176.7311378,8,50155.13,DEG,0,
东西,176.7311378,177.0975964,8,1136.54,NN,1,-0.37967
在,177.3369187,177.4485804,8,12811.05,P,0,
默默,177.4485804,177.7535964,8,2.89,AD,1,-0.27411
地,177.7535964,177.818827,8,536.84,NN,1,-0.37511
放,177.818827,178.0175964,8,569.33,VV,1,-0.2588
着,178.0175964,178.0832889,8,2983.65,VV,1,-0.4341
光芒,178.0832889,178.5123048,8,7.63,NN,1,-0.24914
使,179.8933834,180.0632242,8,146.51,VV,1,-0.36192
沙漠,180.0632242,180.4099631,8,20.18,NN,1,-0.1901
更加,180.4099631,180.7625789,8,51.18,AD,1,-0.40909
美丽,180.7625789,181.1269486,8,75.83,VA,1,-0.1571
的,181.1269486,181.3208873,8,50155.13,DEG,0,
就,182.0613806,182.2024269,8,8246.34,AD,1,-0.43537
是,182.2024269,182.3258424,8,28253.52,VC,1,-0.32516
在,182.3258424,182.443381,8,12811.05,P,0,
某个,182.443381,182.701966,8,78.46,DT,0,
角落,182.701966,183.1721204,8,19.11,NN,1,-0.32818
里,183.1721204,183.3375964,8,1886.22,NN,1,-0.30234
藏,183.7069211,183.9184906,8,117.24,VV,1,-0.078262
着,183.9184906,184.0183984,8,2983.65,VV,1,-0.4111
一,184.0183984,184.0771677,8,6069.96,CD,0,
口,184.0771677,184.2475987,8,123.02,NN,1,-0.17167
井,184.2475987,184.6015964,8,14.25,NN,1,-0.11108
我,185.7295964,185.7931952,8,50147.83,PN,0,
很,185.7931952,185.9283646,8,5979.28,AD,1,-0.44871
惊讶,185.9283646,186.3044882,8,48.98,VA,1,-0.26404
突然,187.0273506,187.3094433,8,130.15,AD,1,-0.34322
明白,187.3094433,187.6209206,8,737.6,VA,1,-0.25778
了,187.6209206,187.7535964,8,28210.53,PU,0,
为什么,188.1535964,188.4848294,8,1522.16,AD,1,-0.28869
沙漠,188.4848294,188.7845528,8,20.18,NN,1,-0.11998
放,188.7845528,188.9549838,8,569.33,VV,1,-0.37581
着,188.9549838,189.0372608,8,2983.65,VV,1,-0.53225
光芒,189.0372608,189.3935964,8,7.63,NN,1,-0.30186
当,190.2422729,190.3363038,8,882.92,P,0,
我,190.3363038,190.4303347,8,50147.83,PN,0,
还,190.4303347,190.577258,8,3884.93,AD,1,-0.38587
是,190.577258,190.7006735,8,28253.52,VC,1,-0.34154
一,190.7006735,190.7711967,8,6069.96,CD,0,
个,190.7711967,190.8534737,8,5184,M,0,
小,190.8534737,191.0121508,8,1042.34,VA,1,-0.19694
孩子,191.0121508,191.2883665,8,1110.19,NN,1,-0.39727
的,191.2883665,191.3882744,8,50155.13,DEG,0,
时候,191.3882744,191.7055964,8,1555.33,NN,1,-0.47113
我,192.2463062,192.3344602,8,50147.83,PN,0,
住,192.3344602,192.4696296,8,584.32,VV,1,-0.26967
在,192.4696296,192.6341836,8,12811.05,P,0,
一,192.6341836,192.7105837,8,6069.96,CD,0,
座,192.7105837,192.85163,8,93.36,NN,1,-0.085153
古老,192.85163,193.1375964,8,17.83,VA,1,-0.24998
的,193.1375964,193.2024259,8,50155.13,DEG,0,
房子,193.2024259,193.5139032,8,245.12,NN,1,-0.49931
里,193.5139032,193.6655964,8,1886.22,NN,1,-0.37096
而且,194.3455964,194.5658738,8,578.42,AD,1,-0.42675
传说,194.5658738,194.9215964,8,23.85,VV,1,-0.23601
这个,195.4095964,195.5943366,8,2744.19,PN,0,
房子,195.5943366,195.8529216,8,245.12,NN,1,-0.63058
里,195.8529216,195.9935964,8,1886.22,NN,1,-0.5007
埋藏,196.1695964,196.4288607,8,3.52,VV,1,-0.34071
着,196.4288607,196.5228916,8,2983.65,VV,1,-0.32422
一,196.5228916,196.5992917,8,6069.96,CD,0,
个,196.5992917,196.6933226,8,5184,M,0,
宝贝,196.6933226,197.0255964,8,356.22,NN,1,-0.070741
当然,197.8015964,198.1135964,8,784.37,AD,1,-0.32408
从来,198.9586436,199.2407362,8,255.79,AD,1,-0.27071
没有,199.2407362,199.4699365,8,3226.48,VE,1,-0.36105
任何,199.4699365,199.7755369,8,444.7,DT,0,
人,199.7755369,199.8871986,8,5810.26,NN,1,-0.33736
能,199.8871986,200.0047372,8,4967.91,VV,1,-0.39685
发现,200.0047372,200.3514761,8,589.45,VV,1,-0.23542
这个,200.3514761,200.4925224,8,2744.19,PN,0,
宝贝,200.4925224,200.8255964,8,356.22,NN,1,-0.2347
可能,201.580242,202.0095964,8,1324.25,VV,1,-0.42153
甚至,202.5910741,202.9260591,8,211.65,AD,1,-0.47773
也,202.9260591,203.0024592,8,3928.9,AD,1,-0.46714
没有,203.0024592,203.2669211,8,3226.48,VE,1,-0.61179
人,203.2669211,203.3962135,8,5810.26,NN,1,-0.4899
却,203.3962135,203.5313829,8,397.84,AD,1,-0.52591
寻找,203.5313829,203.8839988,8,80.01,VV,1,-0.29804
过,203.8839988,204.0720605,8,3350.21,VV,1,-0.4002
但是,204.7715645,205.1947034,8,1571.49,AD,1,-0.60872
这个,205.8255964,206.0586122,8,2744.19,PN,0,
宝贝,206.0586122,206.4175964,8,356.22,NN,1,-0.20866
使,206.663936,206.8696286,8,146.51,VV,1,-0.43556
整个,206.8696286,207.1811059,8,199.6,DT,0,
房子,207.1811059,207.5855964,8,245.12,NN,1,-0.27468
着,207.7394143,207.8922145,8,2983.65,VV,1,-0.40132
了,207.8922145,207.9509838,8,28210.53,PU,0,
魔,207.9509838,208.2095687,8,41.46,NN,1,-0.18821
似的,208.2095687,208.547995,8,54.46,AD,1,-0.45778
我,209.5535964,209.6763656,8,50147.83,PN,0,
家,209.6763656,209.8526735,8,805.63,NN,1,-0.279
的,209.8526735,209.9349505,8,50155.13,DEG,0,
房子,209.9349505,210.3135964,8,245.12,NN,1,-0.47091
在,210.657813,210.7929824,8,12811.05,P,0,
它,210.7929824,210.9222748,8,1461.37,PN,0,
的,210.9222748,211.0045519,8,50155.13,DEG,0,
心灵,211.0045519,211.3219061,8,23.13,NN,1,-0.34318
深处,211.3219061,211.6921527,8,14.31,NN,1,-0.30569
隐藏,211.6921527,211.9801223,8,32.79,VV,1,-0.28496
着,211.9801223,212.0623993,8,2983.65,VV,1,-0.52765
一,212.0623993,212.1858149,8,6069.96,CD,0,
个,212.1858149,212.2739688,8,5184,M,0,
秘密,212.2739688,212.6735964,8,149.08,VA,1,-0.36903
是,213.4899061,213.6897217,8,28253.52,VC,1,-0.36294
的,213.6897217,213.8255964,8,50155.13,DEG,0,
我,214.5183689,214.6359075,8,50147.83,PN,0,
对,214.6359075,214.7240615,8,3958.83,VA,1,-0.30606
小,214.7240615,214.8651078,8,1042.34,VA,1,-0.25747
王子,214.8651078,215.0825542,8,31.93,NN,1,-0.10581
说道,215.0825542,215.43517,8,3.16,VV,1,-0.22045
无论,216.0335964,216.2183338,8,82.09,AD,1,-0.32191
是,216.2183338,216.3358724,8,28253.52,VC,1,-0.61398
房子,216.3358724,216.7215964,8,245.12,NN,1,-0.29994
星星,216.9294423,217.3535964,8,19.58,NR,1,-0.21485
或,217.5855964,217.6523048,8,206.64,CC,0,
是,217.6523048,217.7463357,8,28253.52,VC,1,-0.73708
沙漠,217.7463357,218.0815964,8,20.18,NN,1,-0.21273
使,218.6513829,218.8100601,8,146.51,VV,1,-0.23323
它们,218.8100601,219.0039988,8,296.1,PN,0,
美丽,219.0039988,219.2815964,8,75.83,VA,1,-0.28119
的,219.2815964,219.3742454,8,50155.13,DEG,0,
东西,219.3742454,219.7215964,8,1136.54,NN,1,-0.35021
是,219.9896571,220.1071957,8,28253.52,VC,1,-0.73309
看,220.1071957,220.2717498,8,3056.83,VV,1,-0.35003
不,220.2717498,220.3481499,8,20543.44,AD,1,-0.36125
见,220.3481499,220.5538424,8,874.61,VV,1,-0.22924
的,220.5538424,220.7007657,8,50155.13,DEG,0,
我,221.517659,221.6469515,8,50147.83,PN,0,
真,221.6469515,221.8115055,8,3053.82,VA,1,-0.14567
高兴,221.8115055,222.3055964,8,491.26,VA,1,-0.12328
你,222.8575992,222.9751378,8,39629.27,PN,0,
和,222.9751378,223.1573226,8,4483.86,P,0,
的,223.1573226,223.2540258,8,50155.13,DEG,0,
的,223.2540258,223.3598106,8,50155.13,DEG,0,
狐狸,223.3598106,223.7135964,8,8.59,NN,1,-0.22549
的,223.7135964,223.8175964,8,50155.13,DEG,0,
看法,223.8175964,224.1355654,8,43.55,NN,1,-0.30743
一样,224.1355654,224.4895964,8,860.33,VA,1,-0.43501
小,225.2227975,225.3932285,8,1042.34,VA,1,-0.22163
王子,225.3932285,225.7575982,8,31.93,NN,1,-0.10039
说,225.7575982,225.9695964,8,6765.38,VV,1,-0.4967
小,227.0603333,227.2366412,8,1042.34,VA,1,-0.43235
王子,227.2366412,227.4893492,8,31.93,NN,1,-0.35441
睡觉,227.4893492,227.8831035,8,119.21,VV,1,-0.35935
了,227.8831035,228.0655964,8,28210.53,PU,0,
我,228.858674,228.9468279,8,50147.83,PN,0,
就,228.9468279,229.0643665,8,8246.34,AD,1,-0.34004
把,229.0643665,229.2171667,8,3712.28,BA,0,
他,229.2171667,229.5215964,8,11853.78,PN,0,
抱,229.7535964,229.8577522,8,66.74,VV,1,-0.27063
在,229.8577522,230.0046754,8,12811.05,P,0,
怀里,230.0046754,230.4655964,8,4.59,NN,1,-0.30768
又,231.0735964,231.2265181,8,1060.05,AD,1,-0.27883
重新,231.2265181,231.6026417,8,138.23,AD,1,-0.17753
上路,231.6026417,231.9846421,8,8.56,VV,1,-0.12585
了,231.9846421,232.1198115,8,28210.53,PU,0,
我,232.9775964,233.0542435,8,50147.83,PN,0,
很,233.0542435,233.2423053,8,5979.28,AD,1,-0.36898
激动,233.2423053,233.5935964,8,62.48,VA,1,-0.3957
就,234.2061218,234.3354143,8,8246.34,AD,1,-0.67303
好像,234.3354143,234.6415964,8,334.28,AD,1,-0.45375
抱,234.8531335,235.0823338,8,66.74,VV,1,-0.47481
着,234.8531335,235.0823338,8,2983.65,VV,1,-0.35703
一,235.0823338,235.14698,8,6069.96,CD,0,
个,235.14698,235.2527647,8,5184,M,0,
脆弱,235.2527647,235.5215964,8,17.62,VA,1,-0.33417
的,235.5215964,235.5995036,8,50155.13,DEG,0,
宝贝,235.5995036,235.9375964,8,356.22,NN,1,-0.090163
就,236.5515664,236.6867358,8,8246.34,AD,1,-0.62279
好像,236.6867358,237.0095964,8,334.28,AD,1,-0.61803
在,237.2744288,237.4095982,8,12811.05,P,0,
地球,237.4095982,237.6681831,8,68.35,NN,1,-0.28632
上,237.6681831,237.7915987,8,3409.33,VV,1,-0.33932
没有,237.7915987,237.9972912,8,3226.48,VE,1,-0.41891
比,237.9972912,238.1207068,8,637.06,P,0,
这,238.1207068,238.2323685,8,8554.9,PN,0,
更,238.2323685,238.4086764,8,961.44,AD,1,-0.33913
脆弱,238.4086764,238.7547025,8,17.62,VA,1,-0.49018
的,238.7547025,238.8252257,8,50155.13,DEG,0,
了,238.8252257,238.966272,8,28210.53,PU,0,
我,239.5480881,239.6538728,8,50147.83,PN,0,
借,239.6538728,239.81255,8,94.94,VV,1,-0.21354
着,239.81255,239.9418424,8,2983.65,VV,1,-0.36884
月光,239.9418424,240.3055964,8,7.18,NN,1,-0.084365
看,240.7293511,240.8997821,8,3056.83,VV,1,-0.43772
着,240.8997821,240.9820591,8,2983.65,VV,1,-0.53619
这,240.9820591,241.1113516,8,8554.9,PN,0,
惨白,241.1113516,241.4463366,8,0.27,VA,1,-0.13594
的,241.4463366,241.5168598,8,50155.13,DEG,0,
面额,241.5168598,241.9215964,8,0.6,NN,1,-0.12046
这,242.5511995,242.648549,8,8554.9,PN,0,
双,242.648549,242.8013492,8,100.87,CD,0,
紧,242.8013492,243.1069496,8,68.35,VA,1,-0.38581
闭,242.8013492,243.1069496,8,235.32,VV,1,-0.25458
的,243.1069496,243.2068574,8,50155.13,DEG,0,
眼睛,243.2068574,243.577104,8,169.11,NN,1,-0.46446
这,244.2764587,244.3763665,8,8554.9,PN,0,
随,244.3763665,244.5996899,8,59.62,VV,1,-0.079892
风,244.5996899,244.7818747,8,54.37,NN,1,-0.26434
飘动,244.7818747,245.1344906,8,0.36,JJ,0,
的,245.1344906,245.2285215,8,50155.13,DEG,0,
缕缕,245.2285215,245.4815964,8,0.12,NN,1,-0.29416
头发,245.4815964,245.9043685,8,117.9,NN,1,-0.45482
这时,246.7440567,247.1775964,8,10.43,AD,1,-0.3396
我,247.8900582,247.989966,8,50147.83,PN,0,
对,247.989966,248.1133815,8,3958.83,VA,1,-0.26201
自己,248.1133815,248.3543357,8,1728.29,PN,0,
说道,248.3543357,248.7598439,8,3.16,VV,1,-0.19039
我,249.8235683,249.9223946,8,50147.83,PN,0,
所,249.9223946,250.0693178,8,587.69,MSP,0,
看到,250.0693178,250.3690413,8,798.38,VV,1,-0.49269
的,250.3690413,250.4975964,8,50155.13,DEG,0,
仅仅,250.7921803,251.0390114,8,40,AD,1,-0.27173
是,251.0390114,251.1447961,8,28253.52,VC,1,-0.40394
外表,251.1447961,251.5267966,8,14.85,NN,1,-0.38955
最,252.1086127,252.2555359,8,1385.06,AD,1,-0.32299
重要,252.2555359,252.5199978,8,348.08,VA,1,-0.25963
的,252.5199978,252.6415964,8,50155.13,DEG,0,
是,252.9783984,253.1311986,8,28253.52,VC,1,-0.65721
看,253.1311986,253.3251373,8,3056.83,VV,1,-0.41705
不,253.3251373,253.4015374,8,20543.44,AD,1,-0.43381
见,253.4015374,253.6777531,8,874.61,VV,1,-0.24188
的,253.6777531,253.8364302,8,50155.13,DEG,0,
由于,255.0261208,255.2729519,8,44.83,P,0,
看到,255.2729519,255.5550446,8,798.38,VV,1,-0.58632
他,255.5550446,255.8255964,8,11853.78,PN,0,
稍稍,256.113353,256.448338,8,3.43,AD,1,-0.31855
张开,256.448338,256.7855964,8,9.45,VV,1,-0.19986
的,256.7855964,256.8773539,8,50155.13,DEG,0,
嘴唇,256.8773539,257.2655964,8,15.44,NN,1,-0.45498
露出,257.4015964,257.6472318,8,10.08,VV,1,-0.43061
一,257.6472318,257.7103328,8,6069.96,CD,0,
丝,257.7103328,257.8572561,8,56.34,NN,1,-0.07605
微笑,257.8572561,258.2157488,8,30.61,VV,1,-0.29534
我,259.0815964,259.2383347,8,50147.83,PN,0,
又,259.2383347,259.3911349,8,1060.05,AD,1,-0.21098
自言自语,259.3911349,259.9318125,8,3.7,NN,1,-0.48078
的,259.9318125,260.0140895,8,50155.13,DEG,0,
说道,260.0140895,260.3615964,8,3.16,VV,1,-0.28618
在,261.6948916,261.8157469,8,12811.05,P,0,
这,261.8157469,261.9332855,8,8554.9,PN,0,
个,261.9332855,262.0214395,8,5184,M,0,
熟睡,262.0214395,262.3446706,8,1.79,VV,1,-0.51892
了,262.3446706,262.4210707,8,28210.53,PU,0,
的,262.4210707,262.5151016,8,50155.13,DEG,0,
小,262.5151016,262.6620249,8,1042.34,VA,1,-0.17304
王子,262.6620249,262.9323637,8,31.93,NN,1,-0.12756
身上,262.9323637,263.3496257,8,215.46,NN,1,-0.38636
使,264.1488883,264.3134423,8,146.51,VV,1,-0.22346
我,264.3134423,264.3898424,8,50147.83,PN,0,
非常,264.3898424,264.6719351,8,804.14,AD,1,-0.32011
感动,264.6719351,265.0304278,8,17.23,VA,1,-0.29577
的,265.0304278,265.1597203,8,50155.13,DEG,0,
是,265.4770746,265.6415964,8,28253.52,VC,1,-0.3228
他,265.6415964,265.9354751,8,11853.78,PN,0,
对,266.1646754,266.2704602,8,3958.83,VA,1,-0.44783
他,266.2704602,266.4350142,8,11853.78,PN,0,
那,266.4350142,266.5584298,8,5666.37,PN,0,
朵,266.5584298,266.6818453,8,11.57,M,0,
花,266.6818453,266.8170147,8,266.7,VV,1,-0.10429
的,266.8170147,266.9051686,8,50155.13,DEG,0,
忠诚,266.9051686,267.3585181,8,23.49,VA,1,-0.33281
是,268.0343651,268.2047961,8,28253.52,VC,1,-0.55884
在,268.2047961,268.3517194,8,12811.05,P,0,
他,268.3517194,268.4810118,8,11853.78,PN,0,
心,268.4810118,268.6808275,8,266.94,NN,1,-0.31915
中,268.6808275,268.8575964,8,1039.21,NR,1,-0.42528
闪烁,269.1333511,269.5506132,8,3.43,VV,1,-0.24675
的,269.5506132,269.6270133,8,50155.13,DEG,0,
那,269.6270133,269.7680596,8,5666.37,PN,0,
朵,269.7680596,269.8738443,8,11.57,M,0,
玫瑰花,269.8738443,270.2969833,8,1.97,NN,1,-0.2707
的,270.2969833,270.3968911,8,50155.13,DEG,0,
形象,270.3968911,270.8575964,8,23.76,NN,1,-0.37523
这,272.0819346,272.2229809,8,8554.9,PN,0,
朵,272.2229809,272.3287657,8,11.57,M,0,
玫瑰花,272.3287657,272.8283048,8,1.97,NN,1,-0.35914
即使,273.3395977,273.6175964,8,104.81,CS,0,
在,273.6175964,273.7333521,8,12811.05,P,0,
小,273.7333521,273.903783,8,1042.34,VA,1,-0.26865
王子,273.903783,274.1271064,8,31.93,NN,1,-0.13832
睡着,274.1271064,274.4503376,8,23.31,VV,1,-0.14899
了,274.4503376,274.5561223,8,28210.53,PU,0,
的,274.5561223,274.6383993,8,50155.13,DEG,0,
时候,274.6383993,275.0123029,8,1555.33,NN,1,-0.33782
也,275.5535964,275.6822729,8,3928.9,AD,1,-0.31121
像,275.6822729,275.846827,8,1497.29,AD,1,-0.34139
一,275.846827,275.9643656,8,6069.96,CD,0,
盏,275.9643656,276.1054119,8,4.02,M,0,
灯,276.1054119,276.2523352,8,48.98,NN,1,-0.31848
的,276.2523352,276.3111045,8,50155.13,DEG,0,
火焰,276.3111045,276.693105,8,12.73,NN,1,-0.37347
一样,276.693105,276.9055964,8,860.33,VA,1,-0.47045
在,277.2631672,277.3865828,8,12811.05,P,0,
他,277.3865828,277.4982444,8,11853.78,PN,0,
身上,277.4982444,277.8097217,8,215.46,NN,1,-0.43541
闪耀,277.8097217,278.1329529,8,6.71,VV,1,-0.30748
着,278.1329529,278.2211069,8,2983.65,VV,1,-0.37122
光辉,278.2211069,278.6148612,8,4.14,VA,1,-0.27562
这时,279.9263518,280.3935964,8,10.43,AD,1,-0.44028
我,281.1076148,281.172261,8,50147.83,PN,0,
就,281.172261,281.2780458,8,8246.34,AD,1,-0.44111
感觉,281.2780458,281.5542615,8,635.39,VV,1,-0.43357
到,281.5542615,281.6975964,8,4159.42,VV,1,-0.2809
他,281.6975964,281.8187234,8,11853.78,PN,0,
更加,281.8187234,282.1595853,8,51.18,AD,1,-0.33086
脆弱,282.1595853,282.5533397,8,17.62,VA,1,-0.40301
应该,283.1206364,283.3322059,8,1127.12,VV,1,-0.45445
保护,283.3322059,283.6201755,8,211.47,VV,1,-0.313
灯,283.6201755,283.9904221,8,48.98,NN,1,-0.17653
焰,283.6201755,283.9904221,8,0.24,NN,1,-0.30145
一,284.8308231,284.9366079,8,6069.96,CD,0,
阵,284.9366079,285.0776542,8,11.51,NN,1,-0.075664
风,285.0776542,285.2815964,8,54.37,NN,1,-0.18089
就,285.5066701,285.6242087,8,8246.34,AD,1,-0.45264
可能,285.6242087,285.8827937,8,1324.25,VV,1,-0.43764
把,285.8827937,285.9885784,8,3712.28,BA,0,
他,285.9885784,286.106117,8,11853.78,PN,0,
吹,286.106117,286.4575964,8,55,VV,1,-0.24646
灭,286.106117,286.4575964,8,16.01,VV,1,-0.22151
于是,287.5055964,287.9455964,8,58.13,AD,1,-0.4272
就,288.4502435,288.5795359,8,8246.34,AD,1,-0.57117
这样,288.5795359,288.8557517,8,1916.59,VA,1,-0.38394
走,288.8557517,289.0967058,8,1945.3,VV,1,-0.36554
着,289.0967058,289.2655964,8,2983.65,VV,1,-0.34701
我,289.9855964,290.0605224,8,50147.83,PN,0,
在,290.0605224,290.1778405,8,12811.05,P,0,
黎明,290.1778405,290.5774718,8,7.33,NR,1,-0.072158
时,290.5774718,290.8415964,8,699.69,NN,1,-0.46014
发现,291.2591957,291.6235654,8,589.45,VV,1,-0.23821
了,291.6235654,291.7234732,8,28210.53,PU,0,
水井,291.7234732,292.2415964,8,0.39,NN,1,-0.20748
那些,293.2335964,293.604091,8,788.46,DT,0,
人们,293.604091,293.9775964,8,238.18,NN,1,-0.45418
他们,294.5935964,294.8402411,8,4187.02,PN,0,
往,294.8402411,294.9871644,8,181.33,P,0,
快车,294.9871644,295.3750418,8,1.94,NN,1,-0.019179
里,295.3750418,295.4984573,8,1886.22,NN,1,-0.28001
拥挤,295.4984573,295.9695964,8,5.01,VV,1,-0.36052
但是,296.5915664,296.8442744,8,1571.49,AD,1,-0.46912
他们,296.8442744,297.1935964,8,4187.02,PN,0,
却,297.6435369,297.7775964,8,397.84,AD,1,-0.43852
不,297.7775964,297.9079988,8,20543.44,AD,1,-0.35602
知道,297.9079988,298.1254452,8,5864.84,VV,1,-0.36196
要,298.1254452,298.2606146,8,7114.18,VV,1,-0.41711
寻找,298.2606146,298.6557792,8,80.01,VV,1,-0.31005
什么,298.6557792,298.9935964,8,7050.42,PN,0,
于是,299.7295964,300.1615964,8,58.13,AD,1,-0.48282
他们,300.5775355,300.8243665,8,4187.02,PN,0,
就,300.8243665,300.9183974,8,8246.34,AD,1,-0.56318
忙忙碌碌,300.9183974,301.7295964,8,0.42,VV,1,-0.12502
来回,301.9215964,302.2994761,8,7.57,VV,1,-0.21189
转,302.2994761,302.4859327,8,145.59,VV,1,-0.11432
圈子,302.4859327,302.8735964,8,9.54,NN,1,-0.25244
他,303.9257807,304.0550731,8,11853.78,PN,0,
接着,304.0550731,304.3489196,8,64.06,AD,1,-0.32809
又,304.3489196,304.5369814,8,1060.05,AD,1,-0.42087
说,304.5369814,304.7775964,8,6765.38,VV,1,-0.32794
这,305.2975964,305.4420287,8,8554.9,PN,0,
没有,305.4420287,305.7652599,8,3226.48,VE,1,-0.32883
必要,305.7652599,306.2175964,8,110.15,VA,1,-0.36701
我们,306.8335964,307.0473183,8,11080.02,PN,0,
终于,307.0473183,307.3646726,8,127.38,AD,1,-0.38737
找到,307.3646726,307.6735964,8,659.62,VV,1,-0.2867
的,307.6735964,307.7584269,8,50155.13,DEG,0,
这,307.7584269,307.8700886,8,8554.9,PN,0,
口,307.8700886,308.0405196,8,123.02,NN,1,-0.12883
井,308.0405196,308.2975964,8,14.25,NN,1,-0.091534
不同,308.8175964,309.0866132,8,151.64,VA,1,-0.26024
于,309.0866132,309.2041518,8,260.15,P,0,
撒哈拉,309.2041518,309.60966,8,0.66,NR,1,0.0038225
的,309.60966,309.7036909,8,50155.13,DEG,0,
那些,309.7036909,310.0151682,8,788.46,DT,0,
井,310.0151682,310.2149838,8,14.25,NN,1,-0.24843
撒哈拉,310.7961489,311.2415964,8,0.66,NR,1,-0.10601
的,311.2415964,311.3309496,8,50155.13,DEG,0,
井,311.3309496,311.6015964,8,14.25,NN,1,-0.47693
只是,311.9535964,312.1948583,8,632.35,AD,1,-0.29477
沙漠,312.1948583,312.5063357,8,20.18,NN,1,-0.21644
中,312.5063357,312.6532589,8,1039.21,NR,1,-0.25742
挖,312.6532589,312.7943053,8,51.15,VV,1,-0.33362
的,312.7943053,312.8765823,8,50155.13,DEG,0,
洞,312.8765823,313.0415964,8,47.13,NN,1,-0.28939
这,313.6523371,313.8580297,8,8554.9,PN,0,
口,313.8580297,314.0460914,8,123.02,NN,1,-0.30841
井,314.0460914,314.3135964,8,14.25,NN,1,-0.5951
则,314.9228574,315.0521499,8,46.8,AD,1,-0.18243
很,315.0521499,315.210827,8,5979.28,AD,1,-0.2065
像,315.210827,315.3935964,8,1497.29,AD,1,-0.2916
村,315.3935964,315.6104583,8,15.53,NN,1,-0.15491
子,315.6104583,315.7456277,8,118.4,NN,1,-0.14206
中,315.7456277,315.9101817,8,1039.21,NR,1,-0.45054
的,315.9101817,315.9807049,8,50155.13,DEG,0,
井,315.9807049,316.2095964,8,14.25,NN,1,-0.51526
可是,317.0032908,317.4415964,8,349.93,AD,1,-0.22549
那里,318.1775964,318.6335964,8,500.29,PN,0,
又,318.8095964,318.9163038,8,1060.05,AD,1,-0.25566
没有,318.9163038,319.1396272,8,3226.48,VE,1,-0.32202
任何,319.1396272,319.409966,8,444.7,DT,0,
村庄,319.409966,319.7695964,8,10.05,NN,1,-0.2323
我,320.2973825,320.3914134,8,50147.83,PN,0,
还,320.3914134,320.5618443,8,3884.93,AD,1,-0.41342
以为,320.5618443,320.8255964,8,494.3,VV,1,-0.22403
是,320.9555987,321.1025219,8,28253.52,VC,1,-0.4052
在,321.1025219,321.2141836,8,12811.05,P,0,
做梦,321.2141836,321.5491686,8,25.52,NN,1,-0.26945
呢,321.5491686,321.7019688,8,2287.93,SP,0,
真,322.9087671,323.1614751,8,3053.82,VA,1,-0.12207
怪,323.1614751,323.42006,8,140.25,VA,1,-0.2053
我,324.1370455,324.2545841,8,50147.83,PN,0,
对,324.2545841,324.354492,8,3958.83,VA,1,-0.46009
小,324.354492,324.7129847,8,1042.34,VA,1,-0.25216
王子,324.354492,324.7129847,8,31.93,NN,1,-0.063909
说,324.7129847,324.9215964,8,6765.38,VV,1,-0.45706
一切,325.5880871,325.8290413,8,647.13,PN,0,
都,325.8290413,325.934826,8,5294.71,AD,1,-0.4296
是,325.934826,326.0288569,8,28253.52,VC,1,-0.52688
现成,326.0288569,326.3873497,8,1.73,JJ,0,
的,326.3873497,326.5375964,8,50155.13,DEG,0,
辘轳,326.9691658,327.4815964,8,0.03,NN,1,-0.10786
水桶,327.8095668,328.4335964,8,1.34,NN,1,-0.25708
绳子,328.7498757,329.2787994,8,23.7,NN,1,-0.30737
他,330.2575207,330.398567,8,11853.78,PN,0,
笑,330.398567,330.7217982,8,197.58,VV,1,-0.29223
了,330.7217982,330.8815964,8,28210.53,PU,0,
拿,331.3775964,331.5034299,8,964.66,VV,1,-0.30082
着,331.5034299,331.6033378,8,2983.65,VV,1,-0.34322
绳子,331.6033378,332.0015964,8,23.7,NN,1,-0.51703
转动,332.2204155,332.5730313,8,5.84,VV,1,-0.38544
着,332.5730313,332.6611852,8,2983.65,VV,1,-0.58372
辘轳,332.6611852,333.0175964,8,0.03,NN,1,-0.32258
辘轳,333.5215964,333.9455964,8,0.03,NN,1,-0.41236
就,334.3797507,334.5149201,8,8246.34,AD,1,-0.37236
像,334.5149201,334.6794742,8,1497.29,AD,1,-0.33689
是,334.6794742,334.8322744,8,28253.52,VC,1,-0.34847
一,334.8322744,334.9135964,8,6069.96,CD,0,
个,334.9135964,335.0144592,8,5184,M,0,
长期,335.0144592,335.3964597,8,11.57,NN,1,-0.21277
没有,335.3964597,335.6374138,8,3226.48,VE,1,-0.43562
风,335.6374138,335.8137217,8,54.37,NN,1,-0.17415
来,335.8137217,335.9253834,8,5519.32,VV,1,-0.36047
吹动,335.9253834,336.2603685,8,0.09,VV,1,-0.28867
的,336.2603685,336.3955379,8,50155.13,DEG,0,
旧,336.3955379,336.602979,8,45.61,VA,1,-0.17893
风,336.602979,336.9791026,8,54.37,NN,1,-0.34973
标,336.602979,336.9791026,8,11.33,NN,1,0.029813
一样,336.9791026,337.2415964,8,860.33,VA,1,-0.47096
吱吱,337.6608265,337.954673,8,1.7,VV,1,0.019934
作响,337.954673,338.4335964,8,2.47,VV,1,-0.20896
你,339.3298747,339.4474134,8,39629.27,PN,0,
听,339.4474134,339.6815964,8,1636.18,VV,1,-0.22595
小,340.48763,340.6463072,8,1042.34,VA,1,-0.24679
